MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,HeavyAtomMolWt,BalabanJ,Chi3n,Kappa3,PEOE_VSA1,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA4,PEOE_VSA8,SMR_VSA1,SMR_VSA4,SMR_VSA6,SlogP_VSA10,SlogP_VSA3,SlogP_VSA5,TPSA,EState_VSA2,EState_VSA5,EState_VSA7,EState_VSA8,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,NumAliphaticHeterocycles,NumSaturatedHeterocycles,MolLogP,fr_Ar_NH,fr_C_S,fr_Imine,fr_Ndealkylation1,fr_amide,fr_bicyclic,fr_ester,fr_ether,fr_guanido,fr_hdrzone,fr_imidazole,fr_imide,fr_methoxy,fr_nitro,fr_quatN,fr_thiazole,log_SI
5.094096221873098,0.3872247872728121,0.3872247872728121,340.3000000000001,1.164037575501787,10.69599066122574,2.868737096784919,0.0,0.0,0.0,0.0,9.984809465271338,0.0,35.34286375616011,0.0,43.48058343518124,13.08951281182515,0.0,0.0,105.7506394274039,24.72,0.0,64.20821622926012,0.0,41.54242319814374,0.0,10.1881924437462,0.0,4.807589192862531,1.764908477578238,13.25822336932681,16.98108651648622,0,0,7.121200000000009,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1.4490925465610003
3.961416712562997,0.5338684970983402,0.5338684970983402,340.3000000000001,1.080362063115187,11.47309048038667,3.02717656903665,10.63357720801266,0.0,0.0,0.0,0.0,0.0,12.08368165829592,0.0,33.49577396990991,13.08951281182515,0.0,0.0,105.7506394274039,24.06,0.0,77.29772904108526,0.0,52.1760004061564,0.0,0.0,7.922833425125994,2.153503044012327,1.914376644091859,14.13538102269576,17.6705653555792,0,0,6.155600000000006,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.8450981020563213
2.627117384182923,0.5432308210510737,0.5432308210510737,388.3440000000002,1.219066029523398,13.40223604416653,3.470069678502657,8.966061715389248,0.0,0.0,0.0,0.0,0.0,23.67162418464558,8.966061715389248,33.49577396990991,41.28020074253391,0.0,0.0,105.7506394274039,0.0,0.0,86.2637907564745,0.0,69.73311112885249,2.517629791177771,0.0,0.0,2.184127470091298,1.930720384526508,14.4916192655274,18.2872161632852,0,0,7.129200000000009,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,-0.14266690038237
5.150509901253949,0.2704760518661459,0.2704760518661459,424.3770000000002,1.13667806407789,11.8334804888388,3.345855439602058,0.0,0.0,0.0,0.0,9.984809465271338,0.0,22.25335094433497,0.0,43.48058343518124,0.0,11.37477254936712,6.42082162292601,91.19425591909379,24.72,10.82998093879356,61.07520272649145,0.0,90.07335974583661,0.0,10.3010198025079,0.0,9.0717826238612,1.605177804776269,8.627310798875893,14.6923179140855,0,0,9.1148,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0.11394368637938665
5.758408034812463,0.278082987709212,0.278082987709212,304.2670000000001,1.523516049715847,7.100583585903141,2.681684775361196,5.733667477162185,0.0,0.0,0.0,4.992404732635669,0.0,16.81406174685105,0.0,21.74029171759062,5.733667477162185,11.37477254936712,6.42082162292601,51.16057945124389,38.38,5.41499046939678,36.10105285494272,12.13273413692322,57.16941400984153,0.0,5.068012779568516,0.0,12.35843304181242,0.8065186492255949,4.766280046136041,7.291772414368499,0,0,5.778300000000005,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.3010302128111679
2.584471926061785,0.4296494105587354,0.4296494105587354,472.4210000000003,1.156405779851839,14.66614960902534,3.655882189183588,0.0,0.0,0.0,0.0,8.966061715389248,0.0,23.67162418464558,0.0,33.49577396990991,28.19068793070876,11.37477254936712,6.42082162292601,91.19425591909379,0.0,0.0,61.02660527031718,0.0,118.2640476765454,2.020151197669513,0.0,0.0,7.534827179741789,1.766502445743767,9.374572387765228,15.32736940690484,0,0,8.840800000000005,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,-0.11350871080907662
13.8218795773563,0.07984497572618143,-0.3012595406838834,624.5290000000001,0.9245477374022117,15.05013502432923,7.081672348112992,10.63357720801266,11.81435945870301,0.0,0.0,9.589074368143644,0.0,13.08951281182515,9.589074368143644,22.66579303111634,13.08951281182515,0.0,33.26069855278922,184.077099738068,58.2,33.47432133629013,46.222352196034,0.0,102.4216772163073,0.0,27.6437591547126,6.784550242797004,8.473058000295891,2.427543794831465,16.41501480298867,20.05913061783378,0,0,10.83709999999999,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,-0.0861856179891893
14.17161448496984,0.01912310216277069,-0.4118276311098905,696.5949999999999,0.8938029516960042,15.95732441519375,6.972321470804225,10.63357720801266,11.81435945870301,0.0,0.0,9.589074368143644,0.0,11.37477254936712,9.589074368143644,22.66579303111634,10.63357720801266,11.37477254936712,39.68152017571523,163.0998946068319,58.2,22.64434039749657,44.50761193357597,0.0,150.9526137640002,0.0,28.34322896993967,6.697445184779838,12.08548694301886,1.999976124989597,11.28886419851416,18.37752500961026,0,0,12.82219999999998,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0.48723479063644204
5.856557841500798,0.2468329877092124,0.2468329877092124,308.255,1.523516049715847,6.728798562019672,2.622489617226438,10.47053043096223,0.0,0.0,0.0,4.992404732635669,0.0,16.81406174685104,4.736862953800049,21.74029171759062,5.733667477162185,11.37477254936712,0.0,40.0336764678499,47.61,5.41499046939678,18.55332824862272,48.53093654769288,20.77121159907187,5.856557841500798,5.01245722401296,0.0,9.44534862807167,2.382598464830799,3.755862605239929,7.227081056343808,0,0,5.979800000000006,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0.8952647047538268
2.589341563786008,0.3802210884353738,0.3802210884353738,290.26,2.002456526352076,7.003511635681927,3.049801780155555,4.483030857694624,0.0,0.0,0.0,0.0,0.0,5.41499046939678,4.483030857694624,11.33289651555817,27.68777235394414,0.0,11.83581209232279,75.98649581171892,0.0,0.0,44.21231601223963,0.0,67.03706595217888,1.08554007443708,0.0,0.0,5.69068136127908,1.462168361165249,6.819360932644663,11.09572932066664,0,0,5.526500000000006,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0.22124118053301411
