MinEStateIndex,qed,MolWt,FpDensityMorgan1,AvgIpc,BalabanJ,PEOE_VSA1,PEOE_VSA4,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA4,SMR_VSA5,SMR_VSA6,SlogP_VSA1,SlogP_VSA3,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA8,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState7,VSA_EState8,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,MolLogP,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_carbamate,fr_allylic_oxid,fr_amidine,fr_bicyclic,fr_ester,fr_furan,fr_hdrzone,fr_imidazole,fr_ketone,fr_ketone_Topliss,fr_nitro,fr_piperzine,fr_priamide,fr_pyridine,fr_sulfide,fr_thiophene,fr_urea,"log_CC50, mM"
0.3872247872728121,0.4173618732617801,384.6520000000002,0.6428571428571429,3.150502892205044,1.164037575501787,0.0,0.0,54.38406644399575,74.03236601452443,35.34286375616011,0.0,11.4233700055414,43.48058343518124,105.7506394274039,13.08951281182515,0.0,0.0,0.0,0.0,24.72,0.0,0.0,0.0,21.65996187758712,24.92532490414794,41.54242319814374,0.0,10.1881924437462,0.0,4.807589192862531,13.25822336932681,16.98108651648622,0,0,0,0,7.121200000000009,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.244233522299453
0.5338684970983402,0.4624728071616784,388.6840000000002,0.6071428571428571,3.150502892205044,1.080362063115187,10.63357720801266,0.0,54.38406644399575,97.95185976514314,12.08368165829592,0.0,0.0,33.49577396990991,117.8343210856998,13.08951281182515,10.63357720801266,0.0,0.0,0.0,24.06,0.0,0.0,0.0,21.65996187758712,23.91949375061871,52.1760004061564,0.0,0.0,7.922833425125994,2.153503044012327,14.13538102269576,17.6705653555792,0,0,0,0,6.155600000000006,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7326204769662819
0.5432308210510737,0.2609227801240689,446.8080000000003,0.5625,3.214947253123124,1.219066029523398,8.966061715389248,0.0,41.54242319814374,74.03236601452444,23.67162418464558,53.36388240082982,0.0,33.49577396990991,117.8343210856998,41.28020074253391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65996187758712,23.91949375061871,69.73311112885249,2.517629791177771,0.0,0.0,2.184127470091298,14.4916192655274,18.2872161632852,0,0,0,0,7.129200000000009,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2072096146823053
0.390602645354716,0.3778455055831542,398.6790000000002,0.6206896551724138,3.17926985320412,1.120512909778165,0.0,0.0,60.80488806692176,74.03236601452443,35.34286375616011,0.0,11.4233700055414,43.48058343518124,112.1714610503299,13.08951281182515,0.0,0.0,0.0,0.0,24.72,0.0,0.0,0.0,21.65996187758712,24.92532490414794,41.54242319814374,0.0,10.19472009788506,0.0,4.827851813732591,14.69543927282678,17.01201341019265,0,0,0,0,7.511300000000009,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0328429206876786
0.2704760518661459,0.4290384545075999,466.7130000000003,0.6,3.337073624442143,1.13667806407789,0.0,0.0,65.80789147199017,103.0039156488389,22.25335094433497,11.37477254936712,22.79814255490853,43.48058343518124,86.48817455862581,0.0,0.0,6.42082162292601,0.0,0.0,24.72,0.0,0.0,10.82998093879356,10.82998093879356,29.63140626461592,90.07335974583661,0.0,10.3010198025079,0.0,9.0717826238612,8.627310798875893,14.6923179140855,0,2,0,0,9.1148,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.143860670098237
0.278082987709212,0.711012171569234,332.4910000000001,0.96,2.92051309758689,1.523516049715847,5.733667477162185,0.0,45.03667987291831,72.40855426450265,16.81406174685105,5.687386274683562,17.08645755213783,21.74029171759062,46.4544980907759,5.733667477162185,5.733667477162185,6.42082162292601,0.0,0.0,38.38,0.0,0.0,5.41499046939678,5.41499046939678,23.71350021845453,57.16941400984153,0.0,5.068012779568516,0.0,12.35843304181242,4.766280046136041,7.291772414368499,0,2,0,0,5.778300000000005,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.478217507938832
0.4296494105587354,0.3285394231379137,528.8690000000004,0.5641025641025641,3.412805476470516,1.156405779851839,0.0,0.0,65.80789147199017,90.16227240298683,23.67162418464558,40.27436958900468,11.37477254936712,33.49577396990991,98.57185621692173,28.19068793070876,8.966061715389248,6.42082162292601,0.0,0.0,0.0,0.0,0.0,0.0,33.74364353588304,27.22269543063804,118.2640476765454,2.020151197669513,0.0,0.0,7.534827179741789,9.374572387765228,15.32736940690484,0,2,0,0,8.840800000000005,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1631401801692713
-0.3012595406838834,0.2173322318502264,695.0890000000002,0.6078431372549019,3.095616828856079,0.9245477374022117,10.63357720801266,0.0,123.8922081229247,132.0905303028812,13.08951281182515,10.82998093879356,11.81435945870301,22.66579303111634,174.3680149725315,13.08951281182515,10.63357720801266,33.26069855278922,0.0,0.0,58.2,9.589074368143644,0.0,33.47432133629013,23.67162418464557,96.5601939098633,102.4216772163073,0.0,27.6437591547126,6.784550242797004,8.473058000295891,16.41501480298867,20.05913061783378,0,2,0,0,10.83709999999999,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3728003267267699
-0.4118276311098905,0.1877813773196451,763.1229999999996,0.5614035087719298,3.184153270801699,0.8938029516960042,10.63357720801266,0.0,128.8952115279931,161.0620799371957,11.37477254936712,10.82998093879356,23.18913200807014,22.66579303111634,148.6847284808275,10.63357720801266,10.63357720801266,39.68152017571523,0.0,0.0,58.2,9.589074368143644,0.0,22.64434039749657,23.67162418464557,82.00381040155325,150.9526137640002,0.0,28.34322896993967,6.697445184779838,12.08548694301886,11.28886419851416,18.37752500961026,0,4,0,0,12.82219999999998,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.186700057257733
0.2392260518661458,0.4399154244159055,468.6850000000003,0.6,3.337073624442143,1.13667806407789,4.736862953800049,0.0,41.54242319814374,109.7216593163653,22.25335094433497,11.37477254936712,22.79814255490853,43.48058343518124,80.0673529356998,0.0,4.736862953800049,0.0,0.0,0.0,33.95,0.0,0.0,10.82998093879356,10.82998093879356,47.55125155410974,65.80789147199017,6.135893460779373,10.18990869139679,0.0,6.033338664104559,7.523698139305892,14.56293519803611,0,2,0,0,9.3163,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.603042946930716
