MinAbsEStateIndex,qed,MolWt,FpDensityMorgan1,AvgIpc,BalabanJ,Chi3v,PEOE_VSA10,PEOE_VSA11,PEOE_VSA13,PEOE_VSA2,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA9,SlogP_VSA10,SlogP_VSA12,SlogP_VSA8,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState1,VSA_EState4,VSA_EState7,VSA_EState8,VSA_EState9,NHOHCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticHeterocycles,NumHAcceptors,NumSaturatedHeterocycles,RingCount,fr_Al_COO,fr_Ar_N,fr_C_O,fr_C_S,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation2,fr_amidine,fr_aryl_methyl,fr_azo,fr_bicyclic,fr_ether,fr_furan,fr_guanido,fr_imidazole,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_nitro_arom,fr_piperzine,fr_pyridine,fr_sulfonamd,fr_thiazole,fr_thiophene,fr_unbrch_alkane,"log_IC50, mM"
0.3872247872728121,0.4173618732617801,384.6520000000002,0.6428571428571429,3.150502892205044,1.164037575501787,10.69599066122574,0.0,0.0,0.0,9.984809465271338,0.0,0.0,54.38406644399575,74.03236601452443,35.34286375616011,0.0,0.0,0.0,43.48058343518124,105.7506394274039,13.08951281182515,0.0,0.0,0.0,0.0,0.0,0.0,21.65996187758712,11.4233700055414,0.0,41.54242319814374,0.0,4.807589192862531,13.25822336932681,16.98108651648622,0.0,0,0,4,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.79514105831063
0.5338684970983402,0.4624728071616784,388.6840000000002,0.6071428571428571,3.150502892205044,1.080362063115187,11.47309048038667,0.0,0.0,0.0,0.0,0.0,0.0,54.38406644399575,97.95185976514314,12.08368165829592,0.0,0.0,10.63357720801266,33.49577396990991,117.8343210856998,13.08951281182515,0.0,0.0,0.0,0.0,0.0,0.0,21.65996187758712,0.0,0.0,52.1760004061564,0.0,2.153503044012327,14.13538102269576,17.6705653555792,0.0,2,0,4,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.11247708075066065
0.5432308210510737,0.2609227801240689,446.8080000000003,0.5625,3.214947253123124,1.219066029523398,13.40223604416653,0.0,0.0,0.0,0.0,0.0,0.0,41.54242319814374,74.03236601452444,23.67162418464558,53.36388240082982,0.0,0.0,33.49577396990991,117.8343210856998,41.28020074253391,0.0,0.0,0.0,0.0,0.0,0.0,21.65996187758712,0.0,0.0,69.73311112885249,2.517629791177771,2.184127470091298,14.4916192655274,18.2872161632852,10.18361802183522,0,0,4,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.349877117496409
0.390602645354716,0.3778455055831542,398.6790000000002,0.6206896551724138,3.17926985320412,1.120512909778165,10.94599066122574,0.0,0.0,0.0,9.984809465271338,0.0,0.0,60.80488806692176,74.03236601452443,35.34286375616011,0.0,0.0,0.0,43.48058343518124,112.1714610503299,13.08951281182515,0.0,0.0,0.0,0.0,0.0,0.0,21.65996187758712,11.4233700055414,0.0,41.54242319814374,0.0,4.827851813732591,14.69543927282678,17.01201341019265,0.0,0,0,4,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.2318836284125655
0.2704760518661459,0.4290384545075999,466.7130000000003,0.6,3.337073624442143,1.13667806407789,11.8334804888388,0.0,0.0,0.0,9.984809465271338,0.0,0.0,65.80789147199017,103.0039156488389,22.25335094433497,11.37477254936712,0.0,0.0,43.48058343518124,86.48817455862581,0.0,0.0,11.37477254936712,0.0,0.0,0.0,10.82998093879356,10.82998093879356,0.0,0.0,90.07335974583661,0.0,9.0717826238612,8.627310798875893,14.6923179140855,0.0,0,0,4,0,2,0,6,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.029917318726903
0.278082987709212,0.711012171569234,332.4910000000001,0.96,2.92051309758689,1.523516049715847,7.100583585903141,0.0,0.0,0.0,4.992404732635669,0.0,0.0,45.03667987291831,72.40855426450265,16.81406174685105,5.687386274683562,0.0,0.0,21.74029171759062,46.4544980907759,5.733667477162185,0.0,11.37477254936712,0.0,0.0,0.0,5.41499046939678,5.41499046939678,0.0,12.13273413692322,57.16941400984153,0.0,12.35843304181242,4.766280046136041,7.291772414368499,0.0,2,0,2,0,2,0,4,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1771875267148377
0.4296494105587354,0.3285394231379137,528.8690000000004,0.5641025641025641,3.412805476470516,1.156405779851839,14.66614960902534,11.37477254936712,0.0,0.0,8.966061715389248,0.0,0.0,65.80789147199017,90.16227240298683,23.67162418464558,40.27436958900468,0.0,8.966061715389248,33.49577396990991,98.57185621692173,28.19068793070876,0.0,11.37477254936712,0.0,0.0,0.0,0.0,33.74364353588304,0.0,0.0,118.2640476765454,2.020151197669513,7.534827179741789,9.374572387765228,15.32736940690484,9.825937407060971,0,0,4,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2766494481360338
0.07984497572618143,0.2173322318502264,695.0890000000002,0.6078431372549019,3.095616828856079,0.9245477374022117,15.05013502432923,0.0,0.0,0.0,9.589074368143644,0.0,0.0,123.8922081229247,132.0905303028812,13.08951281182515,10.82998093879356,0.0,10.63357720801266,22.66579303111634,174.3680149725315,13.08951281182515,0.0,0.0,0.0,0.0,0.0,33.47432133629013,23.67162418464557,0.0,0.0,102.4216772163073,0.0,8.473058000295891,16.41501480298867,20.05913061783378,0.0,2,0,4,0,2,0,6,0,0,2,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.4589864710297857
0.01912310216277069,0.1877813773196451,763.1229999999996,0.5614035087719298,3.184153270801699,0.8938029516960042,15.95732441519375,0.0,0.0,0.0,9.589074368143644,0.0,0.0,128.8952115279931,161.0620799371957,11.37477254936712,10.82998093879356,0.0,0.0,22.66579303111634,148.6847284808275,10.63357720801266,0.0,11.37477254936712,0.0,0.0,0.0,22.64434039749657,23.67162418464557,0.0,0.0,150.9526137640002,0.0,12.08548694301886,11.28886419851416,18.37752500961026,0.0,2,0,4,0,2,0,8,0,0,2,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6994654139044714
0.2392260518661458,0.4399154244159055,468.6850000000003,0.6,3.337073624442143,1.13667806407789,11.46169546495532,11.49902366656781,0.0,0.0,9.984809465271338,0.0,0.0,41.54242319814374,109.7216593163653,22.25335094433497,11.37477254936712,0.0,0.0,43.48058343518124,80.0673529356998,0.0,11.49902366656781,11.37477254936712,0.0,0.0,0.0,10.82998093879356,10.82998093879356,0.0,24.26546827384644,65.80789147199017,6.135893460779373,6.033338664104559,7.523698139305892,14.56293519803611,0.0,0,0,4,0,3,0,6,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8062374883161035
